source,target,weight
Steven Rogers,Astra (Imperial Guard),4.47213595499958
Steven Rogers (Earth-8591),Alison Blaire,4.47213595499958
Henry McCoy,Jeanne-Marie Beaubier,4.47213595499958
Roberto Da Costa (Earth-8720),Rahne Sinclair,4.47213595499958
Bonebreaker,Rahne Sinclair,4.47213595499958
Elaine Grey,Mutant Master,4.47213595499958
Jimaine Szardos,Meggan Puceanu,4.47213595499958
Hercules Panhellenios (Earth-8720),Rahne Sinclair (Earth-8720),4.47213595499958
Angelo Macon,Benjamin Grimm,4.47213595499958
Piotr Rasputin,Ai'sha (Earth-148),4.47213595499958
Ruth Shulman,Phoenix Force,4.47213595499958
Steven Rogers,Deborah Summers,4.47213595499958
Nigel Frobisher,Alison Blaire,4.47213595499958
Lockheed (Earth-597),Hounds (Earth-1289),4.47213595499958
Elaine Grey,Mariko Yashida,4.47213595499958
Fang (Imperial Guard),Sara Grey,4.47213595499958
Hellfire Club,William Lonestar,4.47213595499958
Alexander Summers,Crazy Gang,4.47213595499958
Alexander Flynn,X-Men,4.47213595499958
Alpha (Mutant),James Jaspers,4.47213595499958
Patricia Tilby,S'ym,4.47213595499958
United States Navy (Earth-811),Alison Blaire,4.47213595499958
Warlock (Technarch) (Earth-8591),Avengers,4.47213595499958
X-Men,Horsemen of Apocalypse,4.47213595499958
Kim Il Sung,Moira MacTaggert (Earth-TRN748),4.47213595499958
Cissie Guthrie,Amara Aquilla,4.47213595499958
Reed Richards,Valerie Cooper,4.47213595499958
Children of Heaven,En Sabah Nur,4.47213595499958
Godzilla,X-Men,4.47213595499958
Stephanie Hunter,Roberto Da Costa (Earth-8720),4.47213595499958
Romulus Augustulus,Katherine Pryde,4.47213595499958
Max Eisenhardt (Earth-87050),Roberto Da Costa (Earth-87050),4.47213595499958
Benjamin Grimm (Earth-811),Robert Kelly (Earth-811),4.47213595499958
Fantastic Four,Callisto,4.47213595499958
Selene Gallio,Courtney Ross,4.47213595499958
Vril-Rokk,Paul Bailey,4.47213595499958
Sara Grey,Stephen Strange,4.47213595499958
Alexander Summers,Sara Grey,4.47213595499958
Henry McCoy,United Nations,4.47213595499958
Belasco,Mari-Ell,4.47213595499958
Gateway Technologies,Hellfire Club,4.47213595499958
Steven Danvers,Paul Garwood,4.47213595499958
Steven Rogers,Press Gang,4.47213595499958
Roberto Da Costa (Earth-8510),Ophelia Sarkissian,4.47213595499958
Leong Coy Manh,Henry Gyrich,4.47213595499958
James Howlett,Brute (Morlock),4.47213595499958
Scintilla,Warren Worthington III,4.47213595499958
Geoffrey Sydenham,Nicholas Fury,4.47213595499958
Jester IV,Nigel Frobisher,4.47213595499958
Warlock (Technarch),Lucinda Guthrie,4.47213595499958
Charles Xavier,Michael (Children of Heaven),4.47213595499958
Lilandra Neramani,Gordon Keefer,4.47213595499958
Christopher Summers,Tongah,4.47213595499958
Nereel,Christopher Summers,4.47213595499958
Ophelia Sarkissian,Hamarkis,4.47213595499958
Henry McCoy,Scintilla,4.47213595499958
Jennifer Stavros,Healer (Morlock),4.47213595499958
United States Air Force,Leopold Stryke,4.47213595499958
Frank Lowell,Katherine Pryde,4.47213595499958
Warlock (Technarch),John Proudstar,4.47213595499958
Brian Braddock,Rafi,4.47213595499958
Rahne Sinclair (Earth-8720),Jonathan Storm (Earth-8720),4.47213595499958
Roberto Da Costa,Ororo Munroe (Earth-8591),4.47213595499958
Irene Adler,Tommy (Morlock),4.47213595499958
Scott Summers,San Francisco Police Department,4.47213595499958
Hercules Panhellenios (Earth-8720),Katherine Pryde (Earth-8720),4.47213595499958
New Mutants,Danielle Moonstar (Earth-87050),4.47213595499958
Shellbot,Danielle Moonstar,4.47213595499958
Wipeout,Loki Laufeyson,4.47213595499958
Alison Blaire,Jean-Paul Beaubier,4.47213595499958
Candace Southern,Jean Grey (Lady Grey),4.47213595499958
Warlock (Technarch) (Earth-8591),Rachel Summers (Earth-811),4.47213595499958
Rolfe,Robert Hunter,4.47213595499958
Scott Summers,Amelia Greer,4.47213595499958
Joshua N'Dingi,Katherine Pryde (Earth-1193),4.47213595499958
Gorgon Petragon,Ororo Munroe,4.47213595499958
Murray Reese,Susan Storm,4.47213595499958
Yap (Earth-TRN307),Lightning Force (Earth-597),4.47213595499958
Samuel Guthrie,Roberto Da Costa (Earth-8591),4.47213595499958
Sentinels Mk V,Manuel de la Rocha,4.47213595499958
Hela,Jennifer Walters,4.47213595499958
Abraham Kieros,"Warren Worthington, Jr.",4.47213595499958
Gateway,Thor Odinson,4.47213595499958
Paul Bailey,Juan Meroz,4.47213595499958
Thomas Regal,Charles Xavier,4.47213595499958
Calvin Rankin,Warren Worthington III,4.47213595499958
Lorna Dane,Theodore Sallis,4.47213595499958
Commission on Superhuman Activities,Avram Goldberg,4.47213595499958
New Mutants,Xi'an Coy Manh (Earth-8720),4.47213595499958
Lilandra Neramani,David Munroe,4.47213595499958
Lani Ubanu,Warren Worthington III,4.47213595499958
Townshend Horgan,Lilandra Neramani,4.47213595499958
Alpha Flight,Elaine Grey,4.47213595499958
Reed Richards,Morlocks,4.47213595499958
Prosh,Sentinels Mk VI,4.47213595499958
Bobbi Chase,Charles Xavier,4.47213595499958
Ani-Mates,James Howlett,4.47213595499958
China Doll (Earth-TRN297),Red Cross,4.47213595499958
Rahne Sinclair (Earth-8720),Hercules Panhellenios (Earth-8720),4.47213595499958
Irene Adler,Michelle Deveraux,4.47213595499958
Nathan Summers,Brickbat,4.47213595499958
Katherine Pryde,Luchino Nefaria,4.47213595499958
Alison Blaire,Ai'sha (Earth-148),4.47213595499958
Tran Coy Manh,Project Wideawake,4.47213595499958
Cameron Hodge,Crotus,4.47213595499958
United Nations,Freedom Force,4.47213595499958
Jacko Petrie,Belasco,4.47213595499958
Alysande Stuart (Earth-8926),M'Buele,4.47213595499958
Rom,Joe Huntley,4.47213595499958
Rita Wayword,Fenris,4.47213595499958
Rogue (Anna Marie) (Earth-87050),Arbitrators (Earth-87050),4.47213595499958
Jesus Suarez,Madelyne Pryor,4.47213595499958
Avengers,Wanda Maximoff (Earth-8591),4.47213595499958
X-Men,Nathan Summers (Stryfe) (Earth-4935),4.47213595499958
Sage,Zz'ria (Earth-148),4.47213595499958
Shaw Industries,Roberto Da Costa,4.47213595499958
Ororo Munroe (Earth-8591),Rogue (Anna Marie),4.47213595499958
Zsaji,Roberto Da Costa,4.47213595499958
Peter Bristow's father,Charles Xavier,4.47213595499958
Rahne Sinclair,Illyana Rasputina (Earth-8591),4.47213595499958
Xi'an Coy Manh (Earth-8720),Amara Aquilla,4.47213595499958
Rachel Summers (Earth-811),Pica (Earth-1289),4.47213595499958
Shelby Montrobe,Phoenix Force,4.47213595499958
Ororo Munroe,Mutant Liberation Front,4.47213595499958
Steven Rogers (Earth-8591),Rachel Summers (Earth-811),4.47213595499958
Thomas Corsi,Fantastic Four,4.47213595499958
Alison Blaire,Callisto (Earth-8591),4.47213595499958
James Howlett,Philip Ramsey,4.47213595499958
Rahne Sinclair,Rahne Sinclair (Earth-8591),4.47213595499958
Rahne Sinclair,Danielle Moonstar (Earth-8591),4.47213595499958
Raven Darkhölme,Andrea von Strucker,4.47213595499958
Debra Levin,Ororo Munroe,4.47213595499958
Xi'an Coy Manh (Earth-8720),Sentinels Mk VI,4.47213595499958
Dai Thomas,Belasco,4.47213595499958
Scott Summers,M-Squad,4.47213595499958
Rogue (Anna Marie),Selene Gallio (Earth-8591),4.47213595499958
Arilynn Williams (Earth-8591),Danielle Moonstar,4.47213595499958
Thor Odinson,Wipeout,4.47213595499958
Raven Darkhölme,United Nations,4.47213595499958
Scott Summers,Nigel Frobisher (Earth-1289),4.47213595499958
Cain Marko,Press Gang,4.47213595499958
Haruo Tsuburaya,Rogue (Anna Marie),4.47213595499958
Knave (Crazy Gang),Zz'ria (Earth-148),4.47213595499958
John Grey,Ani-Men,4.47213595499958
Power Pack,Margaret Craig (Pseudoplasm),4.47213595499958
Danielle Moonstar,James Howlett (Earth-87050),4.47213595499958
National Security Council,Vision (Earth-8591),4.47213595499958
Thor Odinson,Elizabeth Braddock,4.47213595499958
Frederick Dukes,Robert Kelly (Earth-811),4.47213595499958
Danielle Moonstar,Eros (Earth-8591),4.47213595499958
Cain Marko,Paul Bailey,4.47213595499958
Lila Cheney,Robert Kelly,4.47213595499958
Guido Carosella,Amahl Farouk,4.47213595499958
Rachel Summers (Earth-811),Alpha (Mutant),4.47213595499958
Amara Aquilla,Right,4.47213595499958
Hellfire Club,John Grey,4.47213595499958
Mark Hallett,Starjammers,4.47213595499958
Yukio,Carol Danvers,4.47213595499958
Meggan Puceanu,Ogun (Ninja),4.47213595499958
Sara Grey,Townshend Horgan,4.47213595499958
Mick Travis,Bob Edwards,4.47213595499958
Russell Collins,Gideon,4.47213595499958
Sentinels Mk VI,Piotr Rasputin,4.47213595499958
Ani-Mates,Amara Aquilla,4.47213595499958
Cr'reee,Mark Hallett,4.47213595499958
Amara Aquilla,Ororo Munroe (Earth-8720),4.47213595499958
Wade Cole,Brood Queen,4.47213595499958
Lucinda Guthrie,Russell Collins,4.47213595499958
Benjamin Grimm,Paul Bailey,4.47213595499958
Katherine Pryde (Earth-811),Harold Leland,4.47213595499958
Jonathan Storm (Earth-8720),Xi'an Coy Manh (Earth-8720),4.47213595499958
Shaw Industries,New Mutants,4.47213595499958
Katherine Pryde,Shani,4.47213595499958
Andrea von Strucker,Frederick Dukes,4.47213595499958
Phil Hovannes,Amara Aquilla,4.47213595499958
Rose Wu,Charles Xavier,4.47213595499958
Frederick Animus,St. John Allerdyce,4.47213595499958
Warlock (Technarch) (Earth-8591),Janet Van Dyne,4.47213595499958
Lilandra Neramani,Kevin Sidney,4.47213595499958
Rose Wu,Alexander Summers,4.47213595499958
Dominikos Petrakis,Robert Kelly (Earth-811),4.47213595499958
Lou Marcelli,Gateway,4.47213595499958
Ralph Roberts,Henry McCoy,4.47213595499958
Twelve (Mutants),Master Mold,4.47213595499958
Piotr Rasputin,Hounds (Earth-1289),4.47213595499958
New Mutants,Vizier's Guard (Earth-8591),4.47213595499958
Juan Meroz,Elaine Grey,4.47213595499958
Jock Forrester,Katherine Summers,4.47213595499958
Ogre (Earth-1193),Lockheed (Earth-597),4.47213595499958
Ogun (Ninja),Murray Reese,4.47213595499958
Astra (Imperial Guard),Katherine Pryde,4.47213595499958
Kurt Wagner,Tam Anderson,4.47213595499958
Red Cross,Brian Braddock,4.47213595499958
Morlocks,Avengers,4.47213595499958
Bob Edwards,Douglas Ramsey,4.47213595499958
Gabrielle Haller,Nga Coy Manh,4.47213595499958
Medusalith Amaquelin,Ororo Munroe,4.47213595499958
Andrea von Strucker,Freedom Force,4.47213595499958
Rogue (Anna Marie),Jerome Hamilton (Battleaxe),4.47213595499958
Hellfire Club,N'Daré,4.47213595499958
Anthony Stark,Jacob Reisz,4.47213595499958
Vera Cantor,James Howlett,4.47213595499958
Arabella Jones,Nimrod (Earth-811),4.47213595499958
Sikorsky,Valerie Cooper,4.47213595499958
Pantu Hurageb,Ororo Munroe,4.47213595499958
Callisto,Ch'od,4.47213595499958
Cissie Guthrie,Charasulla,4.47213595499958
Aleytys Forrester,Davan Shakari,4.47213595499958
Ahmet Abdol,Katherine Pryde,4.47213595499958
"Joseph Danvers, Jr.","Strategic Homeland Intervention, Enforcement and Logistics Division",4.47213595499958
Warren Worthington III,Mick Travis,4.47213595499958
X-Men,"Warren Worthington, Jr.",4.47213595499958
Ororo Munroe (Earth-8720),Hercules Panhellenios (Earth-8720),4.47213595499958
Piotr Rasputin,Janet Van Dyne (Earth-8591),4.47213595499958
Red Queen,Brion Burdack (Earth-148),4.47213595499958
Haroun ibn Sallah al-Rashid,Analie Hogarth,4.47213595499958
Frederick Dukes,Thor Odinson,4.47213595499958
Black Eagle,Rahne Sinclair,4.47213595499958
Callisto (Earth-8591),Eros,4.47213595499958
Kura,Rafi,4.47213595499958
Illyana Rasputina,Lian Shen,4.47213595499958
Sebastian Shaw,Peg Lonestar,4.47213595499958
Patricia Tilby,Charles Xavier,4.47213595499958
Janet Van Dyne (Earth-8591),Janet Van Dyne,4.47213595499958
Madelyne Pryor,Crotus,4.47213595499958
Sharon Kelly,Jubilation Lee,4.47213595499958
Zz'ria (Earth-148),Madelyne Pryor,4.47213595499958
St. John Allerdyce,Cr'reee,4.47213595499958
Carl Maddicks,Phoenix Force,4.47213595499958
Louis Hamilton,Frederick Animus,4.47213595499958
Annie Richardson,Philip Summers,4.47213595499958
Meggan Puceanu,Jimaine Szardos,4.47213595499958
United States Army,Bob Edwards,4.47213595499958
Philip Sullivan,Piotr Rasputin (Earth-8280),4.47213595499958
Bonebreaker,Rita Wayword,4.47213595499958
Monica Rambeau,Massachusetts State Police,4.47213595499958
Sentinels Mk VI,Rogue (Anna Marie),4.47213595499958
SecBots,Healer (Morlock),4.47213595499958
New Mutants,Wanda Maximoff,4.47213595499958
Charles Xavier,Timeshadow,4.47213595499958
Samuel Guthrie,Piotr Rasputin (Earth-8591),4.47213595499958
Master Mold,Elaine Grey,4.47213595499958
Vision (Earth-8591),Kurt Wagner,4.47213595499958
Nimrod (Earth-811),Henry McCoy,4.47213595499958
Dominikos Petrakis,Préfecture de Police de Paris,4.47213595499958
Gateway Technologies,Elizabeth Braddock,4.47213595499958
Jimaine Szardos,Jack Power,4.47213595499958
Callisto,Reed Richards,4.47213595499958
John Proudstar,Morlocks,4.47213595499958
Rogue (Anna Marie),Michael McCain,4.47213595499958
S'ym,"Joseph Danvers, Sr.",4.47213595499958
Eros,Stephen Strange (Earth-8591),4.47213595499958
Weird Happenings Organization,Samuel Guthrie,4.47213595499958
Children of Heaven,Plague,4.47213595499958
Tabitha Smith,Phillip Moreau,4.47213595499958
Joelle Guthrie,Amara Aquilla,4.47213595499958
Katherine Pryde (Earth-8280),New Mutants,4.47213595499958
Magda Eisenhardt,Max Eisenhardt,4.47213595499958
Shaitan (Earth-1193),Joshua N'Dingi,4.47213595499958
Ferro² (Earth-TRN299),M'Buele,4.47213595499958
Friedrich von Roehm,Gateway Technologies,4.47213595499958
Jennifer Stavros,Philip Ramsey,4.47213595499958
S'ym,John Proudstar,4.47213595499958
Arthur Maddicks,Piotr Rasputin (Earth-8280),4.47213595499958
Gateway,Loki Laufeyson,4.47213595499958
Kevin MacTaggert,John Grey,4.47213595499958
Alistaire Stuart,M'Buele,4.47213595499958
Ray Mulholland,Sage,4.47213595499958
Rose Wu,Madelyne Pryor,4.47213595499958
Samuel Guthrie (Earth-8720),Xi'an Coy Manh (Earth-8720),4.47213595499958
Rogue (Anna Marie),Kurt Wagner (Earth-8280),4.47213595499958
Jock Forrester,Lorna Dane,4.47213595499958
Phoenix Force,Paul Bailey,4.47213595499958
Scott Summers,Tom Nakadai,4.47213595499958
M'Buele,Frankenstein's Monster (Earth-8926),4.47213595499958
Crotus,Rogue (Anna Marie),4.47213595499958
Piotr Rasputin,Kulan Gath (Impostor) (Earth-8591),4.47213595499958
Danielle Moonstar,Morlocks (Earth-8591),4.47213595499958
Metropolitan Police Service,Sebastian Shaw,4.47213595499958
Mutant Liberation Front,Ororo Munroe,4.47213595499958
Robert Kelly (Earth-811),Frederick Dukes,4.47213595499958
Belasco,Scott Summers,4.47213595499958
Ape (Morlock),Phoenix Force,4.47213595499958
Sean Cassidy,Marauders,4.47213595499958
Thor Odinson,Freedom Force,4.47213595499958
Ogun (Ninja),Wade Cole,4.47213595499958
Xi'an Coy Manh,Peter Bristow's mother,4.47213595499958
Komitet Gosudarstvennoy Bezopasnosti,Henry McCoy,4.47213595499958
X-Factor,Twelve (Mutants),4.47213595499958
Morlocks (Earth-8591),Rachel Summers (Earth-811),4.47213595499958
Alexander Flynn,S'ym,4.47213595499958
Ralph Roberts,Warren Worthington III,4.47213595499958
Phoebe Huntsman,James Howlett,4.47213595499958
Amara Aquilla,Danielle Moonstar (Earth-8591),4.47213595499958
Knave (Crazy Gang),Metropolitan Police Service,4.47213595499958
Kulan Gath (Impostor) (Earth-8591),Roberto Da Costa,4.47213595499958
Piotr Rasputin (Earth-8280),Philip Sullivan,4.47213595499958
Simon Marshall,Leong Coy Manh,4.47213595499958
Naze,John Cheever,4.47213595499958
Michael Twoyoungmen,Elaine Grey,4.47213595499958
Freedom Force,Michelle Deveraux,4.47213595499958
Dai Thomas,Friedrich von Roehm,4.47213595499958
Rita Wayword,Vavara Novikova (Earth-8908),4.47213595499958
Sara Grey,Samuel Smithers,4.47213595499958
Cr'reee,Deborah Summers,4.47213595499958
Warren Worthington III,Fenris,4.47213595499958
Joshua N'Dingi,Calvin Griswald (Earth-99476),4.47213595499958
Mutant Liberation Front,Piotr Rasputin,4.47213595499958
Black Eagle,Amara Aquilla,4.47213595499958
Moses Magnum,Elaine Grey,4.47213595499958
Hobgoblin (Imperial Guard),Elaine Grey,4.47213595499958
James Braddock Jr.,William (Earth-1193),4.47213595499958
Spyder,Inferno Babies,4.47213595499958
Xi'an Coy Manh,Emmanuel Da Costa,4.47213595499958
Rahne Sinclair (Earth-8720),Samuel Guthrie (Earth-8720),4.47213595499958
Valerie Cooper,Wanda Maximoff (Earth-8591),4.47213595499958
Stuart Haydn,Rahne Sinclair,4.47213595499958
Jonathan Storm (Earth-8720),Roberto Da Costa (Earth-8720),4.47213595499958
Henry McCoy,Gendarmerie Nationale,4.47213595499958
Nigel Frobisher,Friedrich von Roehm,4.47213595499958
Rogue (Anna Marie),Mark Hallett (Earth-8591),4.47213595499958
New York City Police Department,National Socialist German Workers Party,4.47213595499958
Astra (Imperial Guard),Henry Pym,4.47213595499958
Shiro Yoshida,Naze,4.47213595499958
Nicholas Fury,Geoffrey Sydenham,4.47213595499958
Arabella Jones,Sharon Kelly,4.47213595499958
Charles Xavier (Earth-8591),Danielle Moonstar,4.47213595499958
S'ym,Mari-Ell,4.47213595499958
Rachel Summers (Earth-811),John Proudstar,4.47213595499958
Roberto Da Costa,Alice MacAllister,4.47213595499958
Jean-Paul Beaubier,Wipeout,4.47213595499958
Lorna Dane,Sara Grey,4.47213595499958
Paul Bailey,Super-Adaptoid,4.47213595499958
Massachusetts State Police,Charles Xavier,4.47213595499958
Cormick Grimshaw,Thor Odinson,4.47213595499958
Emma Frost,Wanda Maximoff,4.47213595499958
Brandy Clark,X-Men,4.47213595499958
Janet Van Dyne (Earth-8591),Samuel Guthrie,4.47213595499958
Frost International,Theresa Pryde,4.47213595499958
Reed Richards,David Haller,4.47213595499958
Wanda Maximoff (Earth-8591),Piotr Rasputin,4.47213595499958
St. John Allerdyce,Fenris,4.47213595499958
Tusk (Inhuman),Ororo Munroe,4.47213595499958
Katherine Pryde,Namor McKenzie,4.47213595499958
X-Factor,Hepzibah,4.47213595499958
Bob Edwards,Raza Longknife,4.47213595499958
Mark Hallett (Earth-8591),Roberto Da Costa,4.47213595499958
Phillip Moreau,Jean-Paul Beaubier,4.47213595499958
Franklin Richards (Earth-811),Nimrod (Earth-811),4.47213595499958
Lilandra Neramani,Alpha Flight,4.47213595499958
Harold Leland,Brion Burdack (Earth-148),4.47213595499958
James Braddock Jr.,Calvin Griswald (Earth-99476),4.47213595499958
Jean Grey,Neal Conan,4.47213595499958
Illyana Rasputina,Robert Kelly,4.47213595499958
Angelo Macon,Douglas Ramsey,4.47213595499958
Weird Happenings Organization,Red Cross,4.47213595499958
High Priest (Earth-1289),Rachel Summers (Earth-811),4.47213595499958
Juliana Worthing,James Howlett,4.47213595499958
Sage,Gateway Technologies,4.47213595499958
High Priest (Earth-1289),Brian Braddock,4.47213595499958
T'Challa,Electron (Imperial Guard),4.47213595499958
Nga Coy Manh,Stephanie Hunter,4.47213595499958
Brightwind,Benjamin Grimm (Earth-8720),4.47213595499958
Gor-Tok,X-Men,4.47213595499958
Arthur Maddicks,Spyder,4.47213595499958
Douglas Ramsey,Li Fong (Mandarin),4.47213595499958
Loki Laufeyson,Jennifer Ransome,4.47213595499958
Robert Drake,Kevin Sidney,4.47213595499958
Mark Hallett,Kurt Wagner (Earth-8591),4.47213595499958
Fantastic Four (Earth-8720),Ororo Munroe (Earth-8720),4.47213595499958
Peter Corbeau,Cal'syee Neramani,4.47213595499958
Slimeball (Children of Heaven),Right,4.47213595499958
Ororo Munroe (Earth-8720),Danielle Moonstar (Earth-8720),4.47213595499958
Gor-Tok,Warren Worthington III,4.47213595499958
Vega-Men,Alexander Summers,4.47213595499958
Amara Aquilla,Arilynn Williams (Earth-8591),4.47213595499958
Rogue (Anna Marie),Brute (Morlock),4.47213595499958
Sara Grey,Krakoa,4.47213595499958
Rogue (Anna Marie),Kulan Gath (Impostor) (Earth-8591),4.47213595499958
Vision (Earth-8591),United States Army,4.47213595499958
N'astirh,Katherine Pryde (Earth-8280),4.47213595499958
Paul Bailey,Shiro Yoshida,4.47213595499958
Deborah Summers,Annie Richardson,4.47213595499958
Elizabeth Braddock,Ai'sha (Earth-148),4.47213595499958
Katherine Pryde,Stranger (Cosmic Being),4.47213595499958
Amahl Farouk,Warlock (Technarch),4.47213595499958
Steven Rogers (Earth-8591),Samuel Guthrie,4.47213595499958
Harold Leland,Nigel Frobisher,4.47213595499958
