,character name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235
182,Jubilation Lee,2600,2600,2600,2600,1020,1020,0,920,2340,1840,1220,1220,1220,1220,900,920,920,920,920,0,1600,900,600,0,920,920,0,300,200,0,400,0,300,100,120,120,120,120,0,0,400,400,0,0,100,100,0,100,100,100,300,300,300,0,0,140,0,0,0,0,0,20,20,0,20,0,100,0,600,420,0,100,400,400,400,100,100,0,300,0,0,0,300,300,0,0,0,0,0,300,0,300,400,0,960,0,0,0,720,620,620,720,20,620,20,200,0,100,0,0,0,0,100,0,20,0,0,1900,0,0,100,0,300,0,0,0,0,520,0,20,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,0,700,0,0,0,0,0,0,1000,2200,200,100,20,0,0,0,0,180,600,500,400,400,0,100,600,0,0,500,500,20,400,0,500,0,0,0,2600,200,200,200,200,420,420,0,0,1000,600,500,0,0,1500,700,700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Eleanor Murch,220,220,220,220,240,600,20,320,80,500,600,600,600,600,500,0,0,0,0,0,0,500,0,0,500,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,100,0,200,200,100,100,100,100,100,100,100,400,0,0,0,0,600,600,400,400,300,0,0,0,0,100,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,400,0,0,0,0,100,0,0,0,0,0,0,20,400,320,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,0,0,0,0,600,220,0,0,0,0,300,200,200,100,200,200,100,100,400,100,300,0,0,0,0,0,0,100,0,100,500,500,200,1100,1000,0,0,300,300,0,0,0,0,0,0,0,200,400,400,0,0,0,0,0,0,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Orphan-Maker (Peter),220,220,220,220,240,500,20,320,80,500,500,500,500,500,400,0,0,0,0,0,0,400,0,0,400,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,100,0,200,200,100,100,100,100,100,100,100,300,0,0,0,0,500,500,300,300,200,0,0,0,0,100,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,300,0,0,0,0,100,0,0,0,0,0,0,20,300,220,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,0,0,0,0,500,220,0,0,0,0,200,100,100,100,200,200,100,100,400,100,300,0,0,0,0,0,0,100,0,100,400,400,200,1000,1000,0,0,300,300,0,0,0,0,0,0,0,200,300,300,0,0,0,0,0,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Weird Happenings Organization,220,220,220,220,120,20,1804,0,220,220,20,20,20,20,0,300,300,300,300,0,200,0,100,0,0,300,0,100,200,0,0,0,0,100,20,20,20,20,0,0,100,100,0,0,100,100,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1804,20,600,1520,0,0,0,100,0,0,0,100,100,100,0,0,0,100,1404,1804,0,0,0,0,0,0,0,0,100,0,100,0,0,120,0,0,1520,20,20,20,20,20,20,100,100,0,200,0,0,0,0,0,0,20,0,0,200,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,100,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,20,100,100,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,200,0,0,2004,900,200,100,1804,1704,100,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,500,700,800,0,0
186,Alysande Stuart,200,200,200,200,100,0,700,0,200,200,20,20,20,20,0,200,200,200,200,0,300,0,200,0,0,400,0,0,300,0,0,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,40,600,500,0,0,0,100,0,0,0,200,200,200,0,0,0,100,400,700,0,100,100,100,0,0,0,0,100,0,0,0,0,100,0,0,500,40,40,40,20,20,40,100,200,100,300,0,100,0,0,100,0,20,0,0,300,0,0,0,0,0,0,0,0,0,0,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,100,0,0,0,0,0,0,0,100,200,200,0,0,0,0,0,20,200,200,200,200,0,0,0,0,0,0,0,0,0,100,0,0,0,0,200,0,0,900,1000,200,100,700,600,200,200,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,500,300,400,0,0
187,Lian Shen,440,440,440,440,240,20,20,120,460,720,20,20,20,20,20,320,320,320,320,0,420,20,300,0,20,420,0,0,200,0,20,0,0,0,20,20,20,20,0,0,120,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,20,0,0,0,200,0,0,0,200,200,200,0,0,100,200,0,0,0,300,300,300,100,100,0,0,100,0,20,0,0,220,0,0,0,40,40,40,40,20,40,0,100,0,100,0,0,0,0,200,0,20,0,0,520,0,0,0,0,0,0,0,0,0,20,100,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,220,0,0,0,0,0,0,20,340,200,200,0,0,0,100,0,20,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,300,300,200,200,804,704,0,0,300,300,120,0,0,420,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Jacob Reisz,440,440,440,440,240,120,20,120,460,620,120,120,120,120,120,320,320,320,320,0,420,120,500,0,120,520,0,0,200,0,20,0,0,0,20,20,20,20,0,0,220,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,20,0,0,0,300,0,0,0,300,300,300,0,0,100,100,0,0,0,500,400,300,100,100,0,0,100,0,120,0,0,320,0,0,0,40,40,40,40,20,40,0,0,0,100,0,0,0,0,200,0,20,0,0,520,0,0,0,0,0,0,0,0,0,120,100,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,320,0,0,0,0,0,0,120,340,100,100,0,0,0,100,0,120,300,300,300,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,300,300,100,100,704,904,0,0,400,400,20,0,0,420,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Excalibur,400,400,400,400,380,320,3904,140,360,380,360,360,360,360,100,200,200,200,200,20,40,120,120,0,100,300,0,120,20,0,0,0,0,120,140,140,140,140,100,0,0,100,0,0,100,100,0,100,100,100,0,0,0,0,0,0,0,200,200,100,200,4004,100,1200,3440,0,20,20,0,20,0,20,0,0,0,0,100,0,0,2304,3904,0,0,0,0,0,0,0,0,0,0,100,0,0,260,100,0,2560,100,200,200,200,100,100,120,0,0,200,0,0,0,0,0,0,60,0,20,0,0,0,0,0,100,0,100,0,0,0,0,20,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,100,0,0,0,0,0,0,0,200,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,1804,700,0,0,4004,2204,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,4004,900,1000,1200,0,0
190,Alistaire Stuart,220,220,220,220,220,220,2204,100,220,220,220,220,220,220,100,200,200,200,200,0,0,100,100,0,100,100,0,100,0,0,0,0,0,100,120,120,120,120,0,0,0,100,0,0,100,100,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,2204,0,700,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,2204,0,0,0,0,0,0,0,0,0,0,100,0,0,220,0,0,1920,0,100,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,0,0,0,0,0,0,0,0,100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1704,600,0,0,2204,2204,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,2204,400,600,800,0,0
191,Muir Island X-Men,1300,1300,1300,1300,820,920,100,820,1100,1220,1600,1600,1600,1600,1100,320,320,320,320,0,2100,900,700,0,1120,1020,0,0,300,0,160,0,0,0,0,0,0,0,0,0,100,300,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,20,0,0,0,0,0,400,200,20,0,400,400,400,0,0,100,300,0,0,0,500,400,200,100,100,0,0,200,0,160,0,0,520,0,0,0,720,720,720,700,0,720,20,500,100,600,0,400,0,0,600,0,0,0,0,2200,0,0,0,0,420,0,0,0,0,300,200,0,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,0,400,0,0,0,0,0,0,1200,1100,400,300,0,0,0,100,0,100,500,400,400,200,100,200,700,400,600,800,600,400,600,0,600,0,400,320,1000,0,0,100,200,300,400,0,0,2300,900,500,300,0,1000,700,700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
192,David Haller,600,600,600,600,500,300,0,100,700,600,400,400,400,400,300,700,700,700,700,0,900,300,800,0,300,1500,0,0,300,0,140,0,100,0,0,0,0,0,0,0,300,600,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,120,0,0,100,0,0,200,100,0,0,300,300,300,0,0,200,100,0,0,0,600,500,200,200,100,0,200,300,0,140,0,0,600,0,100,0,520,220,220,500,400,240,0,200,100,200,0,200,0,0,200,0,400,0,0,900,0,120,0,0,400,0,0,200,0,200,300,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,200,0,0,0,0,0,0,300,700,600,500,0,0,100,100,100,100,300,300,300,200,0,0,0,100,100,100,100,100,0,0,100,0,100,100,600,0,0,100,200,300,400,0,0,900,1500,400,0,0,400,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Guido Carosella,700,700,700,700,600,500,100,300,700,800,600,600,600,600,400,420,420,420,420,0,700,400,300,0,400,600,0,0,100,0,200,0,200,0,100,100,100,100,0,0,300,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,100,100,100,0,0,0,0,300,0,0,0,0,0,0,0,0,200,0,100,0,200,200,0,0,0,0,100,200,0,0,100,0,600,100,100,100,300,400,400,300,0,300,0,100,0,200,0,100,0,0,100,0,0,0,0,800,0,100,0,0,100,0,100,0,0,500,0,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,0,100,0,0,0,0,0,0,600,600,100,100,0,0,0,0,0,0,0,0,0,0,0,200,0,200,200,200,100,200,0,0,200,0,100,20,500,0,0,100,100,120,20,100,100,500,400,1000,0,0,700,300,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
194,Charlotte Jones,0,0,0,0,220,1200,0,0,0,20,1300,1300,1300,1300,1200,20,0,20,0,0,300,1200,0,100,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,20,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,0,0,0,0,100,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,820,820,820,820,900,900,900,900,820,820,820,820,0,0,0,0,0,0,0,0,1300,0,0,0,300,0,0,0,0,0,0,0,0,0,100,600,200,200,100,100,0,200,100,0,0,520,1200,1200,0,0,0,0,0,0,0,0,0,300,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0
195,Mutant Liberation Front,0,20,0,20,20,100,0,0,220,20,100,100,100,100,100,0,0,0,0,200,0,100,0,0,100,100,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,200,200,200,0,300,0,0,0,200,0,0,0,0,20,0,0,0,600,900,1000,500,200,600,0,300,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,200,100,900,1000,800,900,900,1000,800,900,900,1000,800,900,900,1000,800,900,0,0,0,0,0,0,0,0,100,0,0,0,0,0,220,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,600,0,0,0,0,0,0,0,400,400,200,200,700,620,700,800,200,500,200,100,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300
196,Remy LeBeau,1920,1920,1920,1920,720,1200,120,1000,1620,1800,1400,1400,1400,1400,1200,800,800,800,800,0,1500,1100,400,0,1200,500,0,300,100,0,300,0,300,0,100,100,100,100,0,0,300,500,0,0,100,100,0,100,100,100,300,300,300,0,0,0,0,0,0,0,0,120,0,100,120,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,100,0,400,400,100,0,0,0,0,300,0,0,400,0,820,0,0,100,900,1000,1000,1000,0,900,0,100,0,0,0,0,0,0,300,0,0,0,0,1800,0,0,0,0,420,0,100,0,0,600,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,100,0,0,0,0,0,0,1400,1400,100,100,0,0,0,0,0,0,0,0,0,0,0,200,700,0,300,700,600,0,600,0,500,0,200,120,1500,200,200,100,100,420,420,100,100,1000,400,700,0,0,2100,1000,900,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0
197,Tabitha Smith,1100,1120,1100,1120,220,2800,100,1100,1020,1040,3000,3000,3000,3000,2600,140,140,140,140,200,900,2700,100,100,2800,400,0,0,0,0,200,340,420,200,120,120,120,120,240,0,120,100,200,200,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,40,120,500,100,100,200,200,0,0,0,20,0,0,0,0,0,200,1400,200,0,100,500,900,900,300,1200,500,100,0,840,1000,0,0,0,120,200,20,100,3500,4740,4840,3300,1520,3820,280,920,0,0,400,1040,0,0,200,0,0,1700,200,900,0,20,0,0,2620,0,1540,0,0,220,1000,400,3700,3800,3600,3700,3700,3800,3600,3700,3780,3880,3680,3780,3780,3880,3680,3780,900,100,100,100,100,0,100,0,2800,800,0,0,200,0,820,200,500,0,0,0,0,0,600,700,1900,0,300,800,700,20,600,300,600,820,2500,2420,700,400,300,0,0,20,20,100,100,700,100,300,0,1000,1000,6608,5000,200,0,0,0,800,300,1800,3120,3220,800,700,700,720,700,900,800,1640,840,720,1540,1540,100,600,600,500,0,0,0,0,0,100,100,0,0,0,820,920
198,Julio Richter,1000,1000,1000,1000,100,2400,0,900,900,900,2600,2600,2600,2600,2300,100,100,100,100,200,900,2400,0,100,2500,400,0,0,0,0,0,0,200,200,200,200,200,200,0,0,100,0,200,200,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,20,500,0,0,200,200,0,0,0,20,0,0,0,0,0,100,1000,200,0,0,0,900,900,300,1000,500,0,0,400,1000,0,0,0,0,200,20,0,3300,3700,3800,3200,1520,3600,240,0,0,0,400,140,0,0,100,0,0,1600,200,900,0,20,0,0,2620,0,600,0,0,220,1000,300,2620,2720,2620,2720,2620,2720,2620,2720,2620,2720,2620,2720,2620,2720,2620,2720,900,100,0,0,0,0,0,0,2500,700,0,0,200,0,820,200,500,0,0,0,0,0,700,700,1600,0,300,800,700,20,600,300,600,700,2500,2420,700,400,300,0,0,20,20,0,0,700,100,200,0,600,900,5000,5300,200,0,0,0,800,300,1600,2720,2920,800,700,300,400,300,500,600,700,500,500,600,600,100,500,500,500,0,0,0,0,0,100,0,0,0,0,400,500
199,Emmanuel Da Costa,400,400,400,400,300,100,200,100,100,200,100,100,100,100,100,400,400,400,400,0,100,100,0,0,100,200,0,200,0,0,0,0,0,500,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,0,700,700,700,600,520,700,0,0,0,0,0,0,0,0,0,0,0,0,200,100,0,320,0,0,100,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,200,200,700,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Sharon Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,200,720,300,0,0,0,0,200,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,420,0,820,820,820,720,820,500,0,0,0,0,0,0,200,0,0,0,620,0,200,0,0,820,0,0,340,820,804,820,804,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,804,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Haroun ibn Sallah al-Rashid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,0,0,0,0,100,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,200,820,300,0,0,0,0,200,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,520,0,920,920,920,820,820,500,0,0,0,0,0,0,200,0,0,0,720,0,200,0,0,920,0,0,440,920,804,920,804,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,904,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Marie-Ange Colbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,200,720,300,0,0,0,0,200,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,420,0,820,820,820,720,820,500,0,0,0,0,0,0,200,0,0,0,620,0,200,0,0,820,0,0,340,820,804,820,804,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,804,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Hela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,120,300,0,0,0,0,300,300,100,300,200,0,0,0,0,0,0,0,0,0,20,0,820,820,820,820,820,820,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,4,820,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,804,0,0,500,700,600,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Gosamyr,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,500,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,900,900,900,900,900,900,20,0,0,0,0,0,0,0,0,0,0,400,400,100,0,0,0,0,900,0,0,0,0,440,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,900,400,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Arthur Maddicks,0,0,0,0,100,2600,0,100,0,0,2600,2600,2600,2600,2400,20,20,20,20,0,0,2500,0,100,2500,0,0,0,0,0,0,0,0,300,140,140,140,140,0,0,400,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,400,0,0,300,300,0,0,0,220,0,0,0,0,0,200,700,0,0,0,100,700,700,500,700,600,0,0,0,1300,0,0,0,0,300,0,0,400,400,400,400,400,400,220,700,0,0,600,400,0,0,100,0,0,2300,300,0,0,0,0,0,400,0,0,0,0,20,700,400,160,160,160,160,160,160,160,160,240,240,240,240,240,240,240,240,0,0,200,200,220,0,200,100,2300,0,0,0,100,0,300,200,200,0,0,0,0,0,700,1000,2100,0,0,0,0,0,0,400,0,1200,1400,1400,0,400,300,0,0,0,0,0,0,0,0,0,0,0,0,1800,1600,0,0,0,0,0,400,3000,2500,2700,0,0,0,0,0,0,0,0,0,0,0,0,600,700,700,600,0,0,0,0,0,0,0,0,0,0,0,0
206,Sally Blevins,0,20,0,20,120,2800,0,100,20,40,2800,2800,2800,2800,2500,20,20,20,20,0,0,2700,0,100,2700,100,0,0,0,0,0,0,0,200,120,120,120,120,0,0,100,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,200,200,0,0,0,120,0,0,0,0,0,300,1200,0,0,0,0,1200,1200,600,1200,800,0,0,0,1400,0,0,0,20,200,4,0,1420,1420,1420,1300,1204,1320,300,800,0,0,700,500,0,0,100,0,0,2300,200,0,0,4,0,0,1300,0,100,0,0,20,1200,500,700,700,700,700,700,700,700,700,780,780,780,780,780,780,780,780,600,0,200,200,220,0,200,100,2400,0,0,0,100,0,720,200,400,0,0,0,0,0,700,1300,1700,0,0,0,0,0,0,300,0,1220,2100,2100,0,400,300,0,0,0,0,0,0,0,0,0,0,400,0,3120,2720,20,0,0,0,500,300,2500,3904,3804,500,500,300,400,300,300,0,120,20,20,100,100,200,800,800,700,0,0,0,0,0,0,0,0,0,0,0,0
207,Russell Collins,100,120,100,120,220,3100,100,100,120,140,3100,3100,3100,3100,2800,40,40,40,40,0,100,3000,0,200,3000,100,0,0,0,0,0,0,0,200,240,240,240,240,0,0,300,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,500,0,0,200,200,0,0,0,320,0,0,0,0,0,200,1200,0,0,0,100,1200,1200,600,1200,800,0,0,0,1300,0,0,0,20,200,4,0,1620,1620,1620,1500,1404,1520,440,700,0,0,700,400,0,0,100,0,0,2200,200,0,0,4,0,0,1500,0,100,0,0,20,1200,500,800,800,800,800,800,800,800,800,880,880,880,880,880,880,880,880,800,0,100,100,120,0,100,100,2800,0,0,0,100,0,720,200,400,0,0,0,0,0,700,1200,2000,0,0,0,0,0,0,300,0,1220,2100,2100,0,400,300,0,0,0,0,0,0,0,0,0,0,400,0,3220,2920,20,0,0,0,700,300,2700,3804,4404,700,700,300,400,300,300,0,120,20,20,100,100,500,700,800,700,0,0,0,0,0,0,0,0,0,0,0,0
208,Eitri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,300,300,0,300,100,0,0,0,0,0,0,0,0,0,0,0,800,800,800,800,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,300,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,500,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,800,800,0,0,0,0,600,0,0,500,700,800,700,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
